CustomerID,CustomerName,Gender,City,Country,JoinDate,Segment
C0052,Customer_52,Male,Dammam,Saudi Arabia,10/18/2019,SMB
C0053,Customer_53,Male,Dammam,Saudi Arabia,6/11/2024,Retail
C0054,Customer_54,Male,Medina,Saudi Arabia,6/18/2025,Corporate
C0055,Customer_55,Male,Khobar,Saudi Arabia,7/26/2023,Retail
C0056,Customer_56,Male,Riyadh,Saudi Arabia,11/1/2023,Corporate
C0057,Customer_57,Female,Khobar,Saudi Arabia,3/27/2024,SMB
C0058,Customer_58,Male,Riyadh,Saudi Arabia,9/6/2019,Corporate
C0059,Customer_59,Female,Riyadh,Saudi Arabia,10/15/2021,Retail
C0060,Customer_60,Male,Medina,Saudi Arabia,1/12/2024,Retail
C0061,Customer_61,Female,Jeddah,Saudi Arabia,2/14/2022,Corporate
C0062,Customer_62,Male,Riyadh,Saudi Arabia,12/21/2023,SMB
C0063,Customer_63,Male,Riyadh,Saudi Arabia,1/23/2025,Retail
C0064,Customer_64,Male,Jeddah,Saudi Arabia,11/12/2020,Corporate
C0065,Customer_65,Female,Khobar,Saudi Arabia,5/25/2021,Corporate
C0066,Customer_66,Male,Jeddah,Saudi Arabia,4/2/2023,Retail
C0067,Customer_67,Female,Dammam,Saudi Arabia,2/7/2024,Corporate
C0068,Customer_68,Female,Medina,Saudi Arabia,6/16/2024,Retail
C0069,Customer_69,Male,Dammam,Saudi Arabia,6/10/2021,Retail
C0070,Customer_70,Male,Dammam,Saudi Arabia,8/23/2019,Retail
C0071,Customer_71,Female,Medina,Saudi Arabia,12/15/2024,Retail
C0072,Customer_72,Male,Medina,Saudi Arabia,11/25/2019,Retail
C0073,Customer_73,Male,Medina,Saudi Arabia,10/6/2019,SMB
C0074,Customer_74,Male,Khobar,Saudi Arabia,5/6/2020,SMB
C0075,Customer_75,Male,Medina,Saudi Arabia,9/1/2025,Retail
C0076,Customer_76,Male,Khobar,Saudi Arabia,7/18/2025,SMB
C0077,Customer_77,Female,Dammam,Saudi Arabia,4/16/2021,SMB
C0078,Customer_78,Female,Jeddah,Saudi Arabia,12/23/2021,Corporate
C0079,Customer_79,Male,Dammam,Saudi Arabia,2/16/2024,Corporate
C0080,Customer_80,Male,Riyadh,Saudi Arabia,2/21/2024,SMB
C0081,Customer_81,Male,Riyadh,Saudi Arabia,1/11/2025,Retail
C0082,Customer_82,Female,Jeddah,Saudi Arabia,11/30/2022,Retail
C0083,Customer_83,Male,Dammam,Saudi Arabia,3/13/2022,Retail
C0084,Customer_84,Female,Medina,Saudi Arabia,5/24/2022,SMB
C0085,Customer_85,Male,Medina,Saudi Arabia,5/11/2022,SMB
C0086,Customer_86,Male,Jeddah,Saudi Arabia,12/19/2021,Retail
C0087,Customer_87,Male,Medina,Saudi Arabia,9/28/2020,Corporate
C0088,Customer_88,Female,Medina,Saudi Arabia,5/12/2021,SMB
C0089,Customer_89,Female,Jeddah,Saudi Arabia,12/17/2021,SMB
C0090,Customer_90,Female,Dammam,Saudi Arabia,7/28/2019,Retail
C0091,Customer_91,Female,Dammam,Saudi Arabia,6/30/2019,Retail
C0092,Customer_92,Female,Jeddah,Saudi Arabia,12/8/2021,Retail
C0093,Customer_93,Female,Medina,Saudi Arabia,10/18/2023,SMB
C0094,Customer_94,Male,Riyadh,Saudi Arabia,11/5/2019,SMB
C0095,Customer_95,Male,Medina,Saudi Arabia,5/28/2019,Corporate
C0096,Customer_96,Male,Khobar,Saudi Arabia,6/6/2020,Retail
C0097,Customer_97,Female,Dammam,Saudi Arabia,6/13/2019,Corporate
C0098,Customer_98,Male,Jeddah,Saudi Arabia,2/26/2020,Corporate
C0099,Customer_99,Female,Medina,Saudi Arabia,9/25/2020,Retail
C0100,Customer_100,Male,Jeddah,Saudi Arabia,8/16/2023,Retail
C0101,Customer_101,Male,Dammam,Saudi Arabia,8/14/2023,SMB
C0102,Customer_102,Male,Dammam,Saudi Arabia,10/14/2020,SMB
C0103,Customer_103,Male,Khobar,Saudi Arabia,6/8/2019,Corporate
C0104,Customer_104,Male,Jeddah,Saudi Arabia,2/29/2024,Corporate
C0105,Customer_105,Female,Jeddah,Saudi Arabia,7/2/2021,Retail
C0106,Customer_106,Male,Khobar,Saudi Arabia,9/6/2022,Corporate
C0107,Customer_107,Male,Dammam,Saudi Arabia,12/9/2022,SMB
C0108,Customer_108,Female,Medina,Saudi Arabia,9/18/2022,Retail
C0109,Customer_109,Male,Dammam,Saudi Arabia,1/1/2021,SMB
C0110,Customer_110,Female,Riyadh,Saudi Arabia,3/20/2020,SMB
C0111,Customer_111,Female,Dammam,Saudi Arabia,7/8/2022,Corporate
C0112,Customer_112,Male,Khobar,Saudi Arabia,6/19/2025,Retail
C0113,Customer_113,Female,Riyadh,Saudi Arabia,11/22/2023,Retail
C0114,Customer_114,Male,Dammam,Saudi Arabia,11/2/2023,Retail
C0115,Customer_115,Female,Medina,Saudi Arabia,7/9/2022,SMB
C0116,Customer_116,Male,Dammam,Saudi Arabia,9/8/2024,Corporate
C0117,Customer_117,Female,Dammam,Saudi Arabia,7/7/2023,SMB
C0118,Customer_118,Female,Medina,Saudi Arabia,6/5/2020,Retail
C0119,Customer_119,Female,Khobar,Saudi Arabia,12/13/2020,SMB
C0120,Customer_120,Female,Khobar,Saudi Arabia,2/22/2025,Retail
C0121,Customer_121,Female,Dammam,Saudi Arabia,5/10/2021,Corporate
C0122,Customer_122,Female,Khobar,Saudi Arabia,12/15/2023,Corporate
C0123,Customer_123,Male,Medina,Saudi Arabia,4/22/2024,SMB
C0124,Customer_124,Male,Riyadh,Saudi Arabia,3/8/2022,SMB
C0125,Customer_125,Female,Riyadh,Saudi Arabia,8/20/2021,SMB
C0126,Customer_126,Female,Jeddah,Saudi Arabia,3/26/2021,Retail
C0127,Customer_127,Male,Riyadh,Saudi Arabia,9/29/2021,Corporate
C0128,Customer_128,Male,Khobar,Saudi Arabia,8/25/2023,SMB
C0129,Customer_129,Male,Khobar,Saudi Arabia,7/17/2024,Corporate
C0130,Customer_130,Male,Jeddah,Saudi Arabia,1/23/2019,Retail
C0131,Customer_131,Female,Jeddah,Saudi Arabia,12/21/2020,SMB
C0132,Customer_132,Female,Riyadh,Saudi Arabia,4/2/2025,Retail
C0133,Customer_133,Male,Khobar,Saudi Arabia,6/30/2020,Corporate
C0134,Customer_134,Female,Khobar,Saudi Arabia,11/14/2025,SMB
C0135,Customer_135,Female,Medina,Saudi Arabia,1/1/2024,Retail
C0136,Customer_136,Female,Khobar,Saudi Arabia,11/27/2021,Retail
C0137,Customer_137,Female,Medina,Saudi Arabia,6/7/2024,SMB
C0138,Customer_138,Male,Dammam,Saudi Arabia,12/7/2023,Retail
C0139,Customer_139,Female,Jeddah,Saudi Arabia,1/17/2022,Corporate
C0140,Customer_140,Female,Medina,Saudi Arabia,11/27/2019,Retail
C0141,Customer_141,Male,Jeddah,Saudi Arabia,4/18/2023,SMB
C0142,Customer_142,Male,Jeddah,Saudi Arabia,9/21/2019,Corporate
C0143,Customer_143,Female,Dammam,Saudi Arabia,1/31/2025,Corporate
C0144,Customer_144,Female,Riyadh,Saudi Arabia,4/27/2021,Corporate
C0145,Customer_145,Female,Medina,Saudi Arabia,3/22/2019,SMB
C0146,Customer_146,Female,Khobar,Saudi Arabia,1/25/2019,Corporate
C0147,Customer_147,Female,Khobar,Saudi Arabia,9/13/2023,SMB
C0148,Customer_148,Male,Khobar,Saudi Arabia,6/17/2021,Corporate
C0149,Customer_149,Female,Khobar,Saudi Arabia,4/29/2019,Corporate
C0150,Customer_150,Female,Khobar,Saudi Arabia,11/7/2020,Corporate
C0151,Customer_151,Male,Medina,Saudi Arabia,12/27/2024,Retail
C0152,Customer_152,Female,Medina,Saudi Arabia,4/30/2025,SMB
C0153,Customer_153,Male,Riyadh,Saudi Arabia,10/22/2023,Retail
C0154,Customer_154,Female,Jeddah,Saudi Arabia,7/25/2019,Corporate
C0155,Customer_155,Female,Dammam,Saudi Arabia,5/16/2021,Corporate
C0156,Customer_156,Female,Dammam,Saudi Arabia,4/2/2023,Corporate
C0157,Customer_157,Female,Dammam,Saudi Arabia,12/2/2019,Corporate
C0158,Customer_158,Male,Medina,Saudi Arabia,8/2/2019,Corporate
C0159,Customer_159,Male,Riyadh,Saudi Arabia,6/14/2019,Retail
C0160,Customer_160,Male,Jeddah,Saudi Arabia,3/25/2019,SMB
C0161,Customer_161,Male,Jeddah,Saudi Arabia,6/1/2020,Corporate
C0162,Customer_162,Male,Medina,Saudi Arabia,6/11/2021,Corporate
C0163,Customer_163,Female,Dammam,Saudi Arabia,11/18/2020,SMB
C0164,Customer_164,Male,Jeddah,Saudi Arabia,6/28/2022,Retail
C0165,Customer_165,Male,Dammam,Saudi Arabia,6/16/2025,SMB
C0166,Customer_166,Female,Khobar,Saudi Arabia,3/23/2021,Retail
C0167,Customer_167,Male,Riyadh,Saudi Arabia,5/20/2022,SMB
C0168,Customer_168,Male,Medina,Saudi Arabia,6/18/2019,Corporate
C0169,Customer_169,Female,Dammam,Saudi Arabia,10/10/2019,SMB
C0170,Customer_170,Female,Riyadh,Saudi Arabia,9/17/2023,Corporate
C0171,Customer_171,Male,Khobar,Saudi Arabia,1/23/2023,SMB
C0172,Customer_172,Female,Jeddah,Saudi Arabia,11/19/2023,Retail
C0173,Customer_173,Female,Medina,Saudi Arabia,1/13/2025,Corporate
C0174,Customer_174,Female,Khobar,Saudi Arabia,8/23/2025,Corporate
C0175,Customer_175,Female,Jeddah,Saudi Arabia,12/21/2019,Corporate
C0176,Customer_176,Female,Jeddah,Saudi Arabia,3/18/2024,SMB
C0177,Customer_177,Female,Dammam,Saudi Arabia,4/28/2019,Corporate
C0178,Customer_178,Female,Jeddah,Saudi Arabia,6/20/2024,Retail
C0179,Customer_179,Female,Dammam,Saudi Arabia,10/26/2022,Corporate
C0180,Customer_180,Female,Medina,Saudi Arabia,2/11/2019,SMB
C0181,Customer_181,Male,Riyadh,Saudi Arabia,9/15/2021,SMB
C0182,Customer_182,Female,Khobar,Saudi Arabia,3/24/2025,Retail
C0183,Customer_183,Female,Khobar,Saudi Arabia,1/10/2024,Retail
C0184,Customer_184,Male,Dammam,Saudi Arabia,6/26/2021,Corporate
C0185,Customer_185,Male,Dammam,Saudi Arabia,7/10/2025,Corporate
C0186,Customer_186,Female,Medina,Saudi Arabia,12/14/2024,Corporate
C0187,Customer_187,Female,Medina,Saudi Arabia,9/16/2022,Corporate
C0188,Customer_188,Female,Dammam,Saudi Arabia,6/9/2022,Corporate
C0189,Customer_189,Male,Riyadh,Saudi Arabia,2/27/2021,Corporate
C0190,Customer_190,Male,Medina,Saudi Arabia,1/28/2021,Retail
C0191,Customer_191,Male,Khobar,Saudi Arabia,2/6/2022,SMB
C0192,Customer_192,Female,Riyadh,Saudi Arabia,3/6/2021,Corporate
C0193,Customer_193,Male,Dammam,Saudi Arabia,1/4/2021,Corporate
C0194,Customer_194,Male,Medina,Saudi Arabia,6/2/2020,Corporate
C0195,Customer_195,Male,Riyadh,Saudi Arabia,3/16/2025,Corporate
C0196,Customer_196,Male,Khobar,Saudi Arabia,2/25/2020,Retail
C0197,Customer_197,Female,Khobar,Saudi Arabia,5/14/2024,Corporate
C0198,Customer_198,Female,Jeddah,Saudi Arabia,7/30/2019,Corporate
C0199,Customer_199,Female,Riyadh,Saudi Arabia,9/25/2019,Corporate
C0200,Customer_200,Female,Riyadh,Saudi Arabia,6/21/2025,SMB
C0201,Customer_201,Male,Jeddah,Saudi Arabia,9/3/2020,SMB
C0202,Customer_202,Female,Riyadh,Saudi Arabia,10/13/2021,Retail
C0203,Customer_203,Female,Medina,Saudi Arabia,9/7/2025,SMB
C0204,Customer_204,Male,Medina,Saudi Arabia,4/8/2023,Corporate
C0205,Customer_205,Female,Dammam,Saudi Arabia,8/7/2025,Corporate
C0206,Customer_206,Female,Medina,Saudi Arabia,12/18/2025,Retail
C0207,Customer_207,Male,Jeddah,Saudi Arabia,5/14/2021,Corporate
C0208,Customer_208,Male,Jeddah,Saudi Arabia,9/9/2021,Retail
C0209,Customer_209,Male,Jeddah,Saudi Arabia,1/11/2019,Corporate
C0210,Customer_210,Female,Medina,Saudi Arabia,4/8/2024,Corporate
C0211,Customer_211,Male,Jeddah,Saudi Arabia,3/26/2022,SMB
C0212,Customer_212,Female,Khobar,Saudi Arabia,10/19/2019,SMB
C0213,Customer_213,Male,Dammam,Saudi Arabia,8/12/2025,SMB
C0214,Customer_214,Male,Khobar,Saudi Arabia,4/15/2020,SMB
C0215,Customer_215,Male,Jeddah,Saudi Arabia,12/24/2021,Retail
C0216,Customer_216,Male,Riyadh,Saudi Arabia,11/10/2020,Corporate
C0217,Customer_217,Female,Khobar,Saudi Arabia,5/24/2020,Corporate
C0218,Customer_218,Female,Khobar,Saudi Arabia,1/20/2022,SMB
C0219,Customer_219,Female,Khobar,Saudi Arabia,11/26/2019,SMB
C0220,Customer_220,Male,Khobar,Saudi Arabia,8/13/2022,SMB
C0221,Customer_221,Female,Riyadh,Saudi Arabia,1/10/2020,Retail
C0222,Customer_222,Male,Dammam,Saudi Arabia,6/18/2025,Retail
C0223,Customer_223,Male,Khobar,Saudi Arabia,10/26/2024,SMB
C0224,Customer_224,Female,Dammam,Saudi Arabia,1/13/2021,SMB
C0225,Customer_225,Female,Khobar,Saudi Arabia,1/9/2020,Corporate
C0226,Customer_226,Female,Khobar,Saudi Arabia,9/27/2022,Corporate
C0227,Customer_227,Male,Jeddah,Saudi Arabia,9/12/2022,Corporate
C0228,Customer_228,Female,Dammam,Saudi Arabia,6/29/2023,SMB
C0229,Customer_229,Male,Khobar,Saudi Arabia,12/27/2019,Corporate
C0230,Customer_230,Female,Dammam,Saudi Arabia,4/19/2020,Corporate
C0231,Customer_231,Male,Medina,Saudi Arabia,3/7/2024,Corporate
C0232,Customer_232,Male,Jeddah,Saudi Arabia,10/24/2024,Corporate
C0233,Customer_233,Female,Khobar,Saudi Arabia,7/31/2019,Retail
C0234,Customer_234,Female,Medina,Saudi Arabia,6/20/2020,Corporate
C0235,Customer_235,Female,Khobar,Saudi Arabia,5/12/2020,Retail
C0236,Customer_236,Male,Jeddah,Saudi Arabia,6/26/2022,SMB
C0237,Customer_237,Male,Medina,Saudi Arabia,7/30/2023,Retail
C0238,Customer_238,Male,Riyadh,Saudi Arabia,3/5/2024,Retail
C0239,Customer_239,Male,Khobar,Saudi Arabia,4/10/2022,SMB
C0240,Customer_240,Female,Khobar,Saudi Arabia,5/30/2024,Corporate
C0241,Customer_241,Male,Khobar,Saudi Arabia,3/7/2025,Retail
C0242,Customer_242,Female,Jeddah,Saudi Arabia,9/21/2025,SMB
C0243,Customer_243,Male,Riyadh,Saudi Arabia,2/5/2022,Corporate
C0244,Customer_244,Female,Medina,Saudi Arabia,12/30/2021,Retail
C0245,Customer_245,Female,Dammam,Saudi Arabia,8/1/2025,SMB
C0246,Customer_246,Female,Jeddah,Saudi Arabia,1/4/2024,SMB
C0247,Customer_247,Female,Dammam,Saudi Arabia,9/23/2022,SMB
C0248,Customer_248,Female,Khobar,Saudi Arabia,8/11/2022,Retail
C0249,Customer_249,Male,Medina,Saudi Arabia,4/18/2023,Retail
C0250,Customer_250,Female,Riyadh,Saudi Arabia,7/27/2022,SMB
C0251,Customer_251,Female,Khobar,Saudi Arabia,5/1/2023,SMB
C0252,Customer_252,Male,Khobar,Saudi Arabia,6/1/2019,Retail
C0253,Customer_253,Female,Riyadh,Saudi Arabia,12/9/2023,Retail
C0254,Customer_254,Female,Riyadh,Saudi Arabia,8/13/2020,Corporate
C0255,Customer_255,Male,Riyadh,Saudi Arabia,4/7/2024,Corporate
C0256,Customer_256,Female,Medina,Saudi Arabia,6/17/2023,SMB
C0257,Customer_257,Male,Dammam,Saudi Arabia,12/25/2024,Corporate
C0258,Customer_258,Female,Khobar,Saudi Arabia,1/25/2025,Retail
C0259,Customer_259,Male,Jeddah,Saudi Arabia,3/23/2022,Retail
C0260,Customer_260,Male,Khobar,Saudi Arabia,2/8/2020,SMB
C0261,Customer_261,Male,Khobar,Saudi Arabia,11/12/2020,SMB
C0262,Customer_262,Female,Riyadh,Saudi Arabia,7/8/2019,Corporate
C0263,Customer_263,Male,Dammam,Saudi Arabia,1/8/2023,Corporate
C0264,Customer_264,Female,Jeddah,Saudi Arabia,9/27/2021,SMB
C0265,Customer_265,Female,Medina,Saudi Arabia,1/7/2021,Retail
C0266,Customer_266,Male,Riyadh,Saudi Arabia,11/1/2025,Corporate
C0267,Customer_267,Male,Khobar,Saudi Arabia,7/16/2025,Retail
C0268,Customer_268,Male,Khobar,Saudi Arabia,11/6/2021,Corporate
C0269,Customer_269,Female,Riyadh,Saudi Arabia,3/20/2024,Corporate
C0270,Customer_270,Male,Riyadh,Saudi Arabia,12/15/2023,Corporate
C0271,Customer_271,Female,Khobar,Saudi Arabia,10/21/2021,Corporate
C0272,Customer_272,Female,Jeddah,Saudi Arabia,4/25/2023,Corporate
C0273,Customer_273,Male,Jeddah,Saudi Arabia,4/12/2023,SMB
C0274,Customer_274,Female,Medina,Saudi Arabia,4/26/2022,SMB
C0275,Customer_275,Female,Riyadh,Saudi Arabia,6/10/2023,Corporate
C0276,Customer_276,Male,Medina,Saudi Arabia,7/20/2019,SMB
C0277,Customer_277,Female,Dammam,Saudi Arabia,7/31/2021,SMB
C0278,Customer_278,Female,Jeddah,Saudi Arabia,2/17/2021,SMB
C0279,Customer_279,Female,Jeddah,Saudi Arabia,2/2/2020,SMB
C0280,Customer_280,Male,Dammam,Saudi Arabia,12/11/2023,Retail
C0281,Customer_281,Female,Jeddah,Saudi Arabia,1/5/2020,Corporate
C0282,Customer_282,Female,Khobar,Saudi Arabia,12/20/2020,Retail
C0283,Customer_283,Male,Medina,Saudi Arabia,2/7/2023,SMB
C0284,Customer_284,Female,Jeddah,Saudi Arabia,11/18/2021,Corporate
C0285,Customer_285,Female,Dammam,Saudi Arabia,4/16/2020,Corporate
C0286,Customer_286,Male,Jeddah,Saudi Arabia,7/13/2021,SMB
C0287,Customer_287,Female,Medina,Saudi Arabia,2/7/2023,Retail
C0288,Customer_288,Female,Riyadh,Saudi Arabia,12/19/2021,SMB
C0289,Customer_289,Male,Khobar,Saudi Arabia,2/18/2023,SMB
C0290,Customer_290,Female,Medina,Saudi Arabia,4/10/2023,SMB
C0291,Customer_291,Female,Riyadh,Saudi Arabia,8/15/2021,Corporate
C0292,Customer_292,Male,Medina,Saudi Arabia,4/18/2025,Corporate
C0293,Customer_293,Male,Riyadh,Saudi Arabia,3/16/2024,SMB
C0294,Customer_294,Female,Khobar,Saudi Arabia,4/22/2020,Retail
C0295,Customer_295,Male,Riyadh,Saudi Arabia,5/31/2022,Corporate
C0296,Customer_296,Male,Riyadh,Saudi Arabia,8/19/2021,SMB
C0297,Customer_297,Male,Khobar,Saudi Arabia,2/2/2024,Corporate
C0298,Customer_298,Female,Medina,Saudi Arabia,9/24/2020,Corporate
C0299,Customer_299,Male,Khobar,Saudi Arabia,11/26/2025,Corporate
C0300,Customer_300,Female,Riyadh,Saudi Arabia,2/26/2023,Retail
C0301,Customer_301,Female,Khobar,Saudi Arabia,8/25/2021,Corporate
C0302,Customer_302,Male,Dammam,Saudi Arabia,2/8/2025,SMB
C0303,Customer_303,Female,Riyadh,Saudi Arabia,6/19/2023,Corporate
C0304,Customer_304,Male,Riyadh,Saudi Arabia,2/6/2024,Retail
C0305,Customer_305,Male,Medina,Saudi Arabia,3/29/2019,Retail
C0306,Customer_306,Female,Jeddah,Saudi Arabia,5/30/2020,SMB
C0307,Customer_307,Male,Riyadh,Saudi Arabia,3/20/2025,Retail
C0308,Customer_308,Male,Jeddah,Saudi Arabia,9/7/2022,Retail
C0309,Customer_309,Male,Dammam,Saudi Arabia,8/15/2020,Retail
C0310,Customer_310,Female,Jeddah,Saudi Arabia,3/26/2020,SMB
C0311,Customer_311,Male,Jeddah,Saudi Arabia,3/2/2019,Corporate
C0312,Customer_312,Male,Medina,Saudi Arabia,8/19/2022,Retail
C0313,Customer_313,Male,Dammam,Saudi Arabia,8/3/2019,Retail
C0314,Customer_314,Female,Medina,Saudi Arabia,4/10/2020,SMB
C0315,Customer_315,Male,Khobar,Saudi Arabia,1/11/2024,Corporate
C0316,Customer_316,Male,Khobar,Saudi Arabia,8/25/2024,Retail
C0317,Customer_317,Male,Medina,Saudi Arabia,5/20/2022,Corporate
C0318,Customer_318,Male,Riyadh,Saudi Arabia,5/15/2024,Corporate
C0319,Customer_319,Female,Riyadh,Saudi Arabia,7/1/2024,SMB
C0320,Customer_320,Female,Riyadh,Saudi Arabia,11/27/2019,Corporate
C0321,Customer_321,Male,Riyadh,Saudi Arabia,5/31/2020,Corporate
C0322,Customer_322,Female,Khobar,Saudi Arabia,9/12/2025,SMB
C0323,Customer_323,Female,Khobar,Saudi Arabia,9/1/2024,SMB
C0324,Customer_324,Female,Riyadh,Saudi Arabia,4/13/2020,SMB
C0325,Customer_325,Male,Khobar,Saudi Arabia,1/24/2024,Retail
C0326,Customer_326,Female,Dammam,Saudi Arabia,2/1/2024,Corporate
C0327,Customer_327,Female,Riyadh,Saudi Arabia,7/4/2022,Corporate
C0328,Customer_328,Female,Dammam,Saudi Arabia,3/14/2023,Retail
C0329,Customer_329,Female,Riyadh,Saudi Arabia,1/9/2020,Retail
C0330,Customer_330,Male,Khobar,Saudi Arabia,1/31/2020,SMB
C0331,Customer_331,Female,Jeddah,Saudi Arabia,3/28/2025,Retail
C0332,Customer_332,Female,Riyadh,Saudi Arabia,8/10/2023,Corporate
C0333,Customer_333,Female,Riyadh,Saudi Arabia,3/24/2022,SMB
C0334,Customer_334,Female,Dammam,Saudi Arabia,2/29/2020,SMB
C0335,Customer_335,Male,Jeddah,Saudi Arabia,5/29/2024,Retail
C0336,Customer_336,Male,Dammam,Saudi Arabia,3/28/2025,Corporate
C0337,Customer_337,Male,Dammam,Saudi Arabia,6/9/2025,Retail
C0338,Customer_338,Female,Medina,Saudi Arabia,12/21/2025,SMB
C0339,Customer_339,Male,Medina,Saudi Arabia,12/31/2021,Retail
C0340,Customer_340,Male,Dammam,Saudi Arabia,6/19/2022,Corporate
C0341,Customer_341,Female,Riyadh,Saudi Arabia,1/13/2021,Retail
C0342,Customer_342,Female,Riyadh,Saudi Arabia,8/4/2020,SMB
C0343,Customer_343,Male,Riyadh,Saudi Arabia,12/12/2024,Retail
C0344,Customer_344,Female,Khobar,Saudi Arabia,2/2/2024,Corporate
C0345,Customer_345,Male,Dammam,Saudi Arabia,6/30/2022,SMB
C0346,Customer_346,Female,Medina,Saudi Arabia,9/8/2025,Retail
C0347,Customer_347,Male,Jeddah,Saudi Arabia,10/6/2020,SMB
C0348,Customer_348,Male,Riyadh,Saudi Arabia,1/19/2022,Corporate
C0349,Customer_349,Female,Khobar,Saudi Arabia,10/22/2025,Corporate
C0350,Customer_350,Female,Dammam,Saudi Arabia,6/1/2021,SMB
C0351,Customer_351,Male,Dammam,Saudi Arabia,10/27/2023,Retail
C0352,Customer_352,Female,Medina,Saudi Arabia,6/16/2024,SMB
C0353,Customer_353,Female,Riyadh,Saudi Arabia,6/22/2021,Corporate
C0354,Customer_354,Male,Riyadh,Saudi Arabia,4/17/2021,Corporate
C0355,Customer_355,Male,Jeddah,Saudi Arabia,11/12/2021,Corporate
C0356,Customer_356,Female,Riyadh,Saudi Arabia,2/1/2019,Corporate
C0357,Customer_357,Female,Jeddah,Saudi Arabia,6/13/2020,Corporate
C0358,Customer_358,Male,Medina,Saudi Arabia,4/7/2025,SMB
C0359,Customer_359,Female,Riyadh,Saudi Arabia,6/15/2023,SMB
C0360,Customer_360,Male,Khobar,Saudi Arabia,3/18/2019,Corporate
C0361,Customer_361,Male,Dammam,Saudi Arabia,6/16/2025,Corporate
